"region","household","membernumb","age","sex","peoplivinghh","languageofinterview","longwaitingtime","lackofnursingstaff","lackofrespect","lackofdrugsupply","tooexpenscantpay","someonehhneedcsps","stat_csps","religioncm","mainsourcehhincome","hhreceiveservic","attendedschool"
"Sahel",5,7,21,"male",9,"Moore","No","No","No","Yes","No","yes","intervention","Islam","agriculture","no","never attended"
"Sahel",5,6,17,"Female",9,"Moore","No","No","No","Yes","No","yes","intervention","Islam","agriculture","no","never attended"
"Sahel",5,9,11,"Female",9,"Moore","No","No","No","Yes","No","yes","intervention","Islam","agriculture","no","never attended"
"Sahel",5,2,41,"Female",9,"Moore","No","No","No","Yes","No","yes","intervention","Islam","agriculture","no","never attended"
"Sahel",5,8,22,"male",9,"Moore","No","No","No","Yes","No","yes","intervention","Islam","agriculture","no","never attended"
"Sahel",5,4,54,"Female",9,"Moore","No","No","No","Yes","No","yes","intervention","Islam","agriculture","no","never attended"
"Sahel",5,5,14,"male",9,"Moore","No","No","No","Yes","No","yes","intervention","Islam","agriculture","no","never attended"
"Sahel",5,1,65,"male",9,"Moore","No","No","No","Yes","No","yes","intervention","Islam","agriculture","no","never attended"
"Sahel",6,1,43,"male",14,"Moore","Yes","No","Yes","Yes","Yes","yes","intervention","Islam","agriculture","no","never attended"
"Sahel",6,6,11,"male",14,"Moore","Yes","No","Yes","Yes","Yes","yes","intervention","Islam","agriculture","no","never attended"
"Sahel",6,14,10,"male",14,"Moore","Yes","No","Yes","Yes","Yes","yes","intervention","Islam","agriculture","no","frequent"
"Sahel",6,9,25,"Female",14,"Moore","Yes","No","Yes","Yes","Yes","yes","intervention","Islam","agriculture","no","never attended"
"Sahel",6,5,9,"Female",14,"Moore","Yes","No","Yes","Yes","Yes","yes","intervention","Islam","agriculture","no","never attended"
"Sahel",6,8,15,"male",14,"Moore","Yes","No","Yes","Yes","Yes","yes","intervention","Islam","agriculture","no","never attended"
"Sahel",6,7,13,"male",14,"Moore","Yes","No","Yes","Yes","Yes","yes","intervention","Islam","agriculture","no","never attended"
"Sahel",6,2,27,"Female",14,"Moore","Yes","No","Yes","Yes","Yes","yes","intervention","Islam","agriculture","no","never attended"
"Sahel",6,13,7,"male",14,"Moore","Yes","No","Yes","Yes","Yes","yes","intervention","Islam","agriculture","no","never attended"
"Sahel",7,13,17,"Female",17,"Moore","No","No","No","No","No","yes","intervention","Islam","agriculture","no","never attended"
"Sahel",7,2,45,"Female",17,"Moore","No","No","No","No","No","yes","intervention","Islam","agriculture","no","never attended"
"Sahel",7,12,33,"Female",17,"Moore","No","No","No","No","No","yes","intervention","Islam","agriculture","no","never attended"
"Sahel",7,6,7,"male",17,"Moore","No","No","No","No","No","yes","intervention","Islam","agriculture","no","never attended"
"Sahel",7,8,24,"Female",17,"Moore","No","No","No","No","No","yes","intervention","Islam","agriculture","no","never attended"
"Sahel",7,14,15,"male",17,"Moore","No","No","No","No","No","yes","intervention","Islam","agriculture","no","never attended"
"Sahel",7,10,8,"Female",17,"Moore","No","No","No","No","No","yes","intervention","Islam","agriculture","no","never attended"
"Sahel",7,9,11,"male",17,"Moore","No","No","No","No","No","yes","intervention","Islam","agriculture","no","never attended"
"Sahel",7,15,10,"male",17,"Moore","No","No","No","No","No","yes","intervention","Islam","agriculture","no","frequent"
"Sahel",7,4,15,"Female",17,"Moore","No","No","No","No","No","yes","intervention","Islam","agriculture","no","frequent"
"Sahel",7,3,15,"Female",17,"Moore","No","No","No","No","No","yes","intervention","Islam","agriculture","no","never attended"
"Sahel",7,1,56,"male",17,"Moore","No","No","No","No","No","yes","intervention","Islam","agriculture","no","never attended"
"Sahel",7,5,13,"male",17,"Moore","No","No","No","No","No","yes","intervention","Islam","agriculture","no","frequent"
"Sahel",8,1,25,"male",3,"Moore","No","No","No","Yes","Yes","yes","intervention","Islam","agriculture","no","never attended"
"Sahel",8,2,19,"Female",3,"Moore","No","No","No","Yes","Yes","yes","intervention","Islam","agriculture","no","never attended"
"Sahel",9,6,13,"male",11,"Moore","Yes","No","Yes","Yes","No","yes","intervention","Islam","agriculture","no","never attended"
"Sahel",9,7,18,"male",11,"Moore","Yes","No","Yes","Yes","No","yes","intervention","Islam","agriculture","no","never attended"
"Sahel",9,4,9,"male",11,"Moore","Yes","No","Yes","Yes","No","yes","intervention","Islam","agriculture","no","never attended"
"Sahel",9,2,41,"Female",11,"Moore","Yes","No","Yes","Yes","No","yes","intervention","Islam","agriculture","no","never attended"
"Sahel",9,10,8,"male",11,"Moore","Yes","No","Yes","Yes","No","yes","intervention","Islam","agriculture","no","never attended"
"Sahel",9,3,7,"male",11,"Moore","Yes","No","Yes","Yes","No","yes","intervention","Islam","agriculture","no","never attended"
"Sahel",9,1,50,"male",11,"Moore","Yes","No","Yes","Yes","No","yes","intervention","Islam","agriculture","no","never attended"
"Sahel",9,11,13,"Female",11,"Moore","Yes","No","Yes","Yes","No","yes","intervention","Islam","agriculture","no","never attended"
"Sahel",9,8,32,"Female",11,"Moore","Yes","No","Yes","Yes","No","yes","intervention","Islam","agriculture","no","never attended"
"Sahel",9,5,11,"Female",11,"Moore","Yes","No","Yes","Yes","No","yes","intervention","Islam","agriculture","no","frequent"
"Sahel",11,10,7,"Female",11,"fulfulde","Yes","No","No","Yes","Yes","yes","intervention","Islam","agriculture","yes","never attended"
"Sahel",11,1,62,"male",11,"fulfulde","Yes","No","No","Yes","Yes","yes","intervention","Islam","agriculture","yes","never attended"
"Sahel",11,4,49,"Female",11,"fulfulde","Yes","No","No","Yes","Yes","yes","intervention","Islam","agriculture","yes","never attended"
"Sahel",11,7,28,"Female",11,"fulfulde","Yes","No","No","Yes","Yes","yes","intervention","Islam","agriculture","yes","never attended"
"Sahel",11,3,16,"Female",11,"fulfulde","Yes","No","No","Yes","Yes","yes","intervention","Islam","agriculture","yes","never attended"
"Sahel",11,5,14,"Female",11,"fulfulde","Yes","No","No","Yes","Yes","yes","intervention","Islam","agriculture","yes","never attended"
"Sahel",11,11,10,"Female",11,"fulfulde","Yes","No","No","Yes","Yes","yes","intervention","Islam","agriculture","yes","frequent"
"Sahel",11,2,53,"Female",11,"fulfulde","Yes","No","No","Yes","Yes","yes","intervention","Islam","agriculture","yes","never attended"
"Sahel",11,6,16,"Female",11,"fulfulde","Yes","No","No","Yes","Yes","yes","intervention","Islam","agriculture","yes","never attended"
"Sahel",12,7,11,"Female",9,"French","No","No","Yes","Yes","Yes","yes","intervention","Islam","agriculture","no","frequent"
"Sahel",12,5,13,"male",9,"French","No","No","Yes","Yes","Yes","yes","intervention","Islam","agriculture","no","frequent"
"Sahel",12,6,12,"male",9,"French","No","No","Yes","Yes","Yes","yes","intervention","Islam","agriculture","no","frequent"
"Sahel",12,8,7,"Female",9,"French","No","No","Yes","Yes","Yes","yes","intervention","Islam","agriculture","no","frequent"
"Sahel",12,9,14,"Female",9,"French","No","No","Yes","Yes","Yes","yes","intervention","Islam","agriculture","no","frequent"
"Sahel",12,2,28,"Female",9,"French","No","No","Yes","Yes","Yes","yes","intervention","Islam","agriculture","no","previousely attended"
"Sahel",12,1,42,"male",9,"French","No","No","Yes","Yes","Yes","yes","intervention","Islam","agriculture","no","previousely attended"
"Sahel",12,4,10,"male",9,"French","No","No","Yes","Yes","Yes","yes","intervention","Islam","agriculture","no","frequent"
"Sahel",13,5,7,"male",5,"Moore","No","No","No","No","Yes","yes","intervention","Islam","agriculture","no","never attended"
"Sahel",13,4,6,"Female",5,"Moore","No","No","No","No","Yes","yes","intervention","Islam","agriculture","no","frequent"
"Sahel",13,2,20,"Female",5,"Moore","No","No","No","No","Yes","yes","intervention","Islam","agriculture","no","previousely attended"
"Sahel",13,1,31,"male",5,"Moore","No","No","No","No","Yes","yes","intervention","Islam","agriculture","no","never attended"
"Sahel",14,6,15,"Female",8,"Moore","No","No","No","Yes","Yes","yes","intervention","Islam","agriculture","no","frequent"
"Sahel",14,4,7,"Female",8,"Moore","No","No","No","Yes","Yes","yes","intervention","Islam","agriculture","no","frequent"
"Sahel",14,5,13,"male",8,"Moore","No","No","No","Yes","Yes","yes","intervention","Islam","agriculture","no","frequent"
"Sahel",14,1,55,"male",8,"Moore","No","No","No","Yes","Yes","yes","intervention","Islam","agriculture","no","never attended"
"Sahel",14,2,46,"Female",8,"Moore","No","No","No","Yes","Yes","yes","intervention","Islam","agriculture","no","never attended"
"Sahel",15,7,12,"Female",7,"Moore","No","No","No","Yes","Yes","yes","intervention","Islam","agriculture","no","frequent"
"Sahel",15,2,36,"Female",7,"Moore","No","No","No","Yes","Yes","yes","intervention","Islam","agriculture","no","never attended"
"Sahel",15,6,8,"Female",7,"Moore","No","No","No","Yes","Yes","yes","intervention","Islam","agriculture","no","frequent"
"Sahel",15,1,48,"male",7,"Moore","No","No","No","Yes","Yes","yes","intervention","Islam","agriculture","no","never attended"
"Sahel",15,5,7,"male",7,"Moore","No","No","No","Yes","Yes","yes","intervention","Islam","agriculture","no","never attended"
"Sahel",16,5,20,"male",15,"Moore","No","No","No","Yes","Yes","yes","intervention","Islam","agriculture","yes","never attended"
"Sahel",16,3,11,"male",15,"Moore","No","No","No","Yes","Yes","yes","intervention","Islam","agriculture","yes","previousely attended"
"Sahel",16,6,21,"male",15,"Moore","No","No","No","Yes","Yes","yes","intervention","Islam","agriculture","yes","never attended"
"Sahel",16,4,17,"Female",15,"Moore","No","No","No","Yes","Yes","yes","intervention","Islam","agriculture","yes","never attended"
"Sahel",16,2,49,"Female",15,"Moore","No","No","No","Yes","Yes","yes","intervention","Islam","agriculture","yes","never attended"
"Sahel",16,11,26,"Female",15,"Moore","No","No","No","Yes","Yes","yes","intervention","Islam","agriculture","yes","never attended"
"Sahel",16,15,9,"Female",15,"Moore","No","No","No","Yes","Yes","yes","intervention","Islam","agriculture","yes","frequent"
"Sahel",16,8,24,"Female",15,"Moore","No","No","No","Yes","Yes","yes","intervention","Islam","agriculture","yes","never attended"
"Sahel",16,7,32,"male",15,"Moore","No","No","No","Yes","Yes","yes","intervention","Islam","agriculture","yes","never attended"
"Sahel",16,1,47,"male",15,"Moore","No","No","No","Yes","Yes","yes","intervention","Islam","agriculture","yes","never attended"
"Sahel",17,20,40,"Female",25,"French","No","No","No","No","Yes","yes","intervention","Islam","agriculture","yes","never attended"
"Sahel",17,4,10,"male",25,"French","No","No","No","No","Yes","yes","intervention","Islam","agriculture","yes","never attended"
"Sahel",17,15,11,"Female",25,"French","No","No","No","No","Yes","yes","intervention","Islam","agriculture","yes","frequent"
"Sahel",17,2,44,"Female",25,"French","No","No","No","No","Yes","yes","intervention","Islam","agriculture","yes","never attended"
"Sahel",17,18,19,"Female",25,"French","No","No","No","No","Yes","yes","intervention","Islam","agriculture","yes","never attended"
"Sahel",17,12,15,"male",25,"French","No","No","No","No","Yes","yes","intervention","Islam","agriculture","yes","frequent"
"Sahel",17,22,15,"Female",25,"French","No","No","No","No","Yes","yes","intervention","Islam","agriculture","yes","never attended"
"Sahel",17,17,18,"male",25,"French","No","No","No","No","Yes","yes","intervention","Islam","agriculture","yes","never attended"
"Sahel",17,5,17,"Female",25,"French","No","No","No","No","Yes","yes","intervention","Islam","agriculture","yes","never attended"
"Sahel",17,23,13,"male",25,"French","No","No","No","No","Yes","yes","intervention","Islam","agriculture","yes","previousely attended"
"Sahel",17,1,56,"male",25,"French","No","No","No","No","Yes","yes","intervention","Islam","agriculture","yes","never attended"
"Sahel",17,24,10,"Female",25,"French","No","No","No","No","Yes","yes","intervention","Islam","agriculture","yes","never attended"
"Sahel",17,3,12,"male",25,"French","No","No","No","No","Yes","yes","intervention","Islam","agriculture","yes","never attended"
"Sahel",17,9,22,"male",25,"French","No","No","No","No","Yes","yes","intervention","Islam","agriculture","yes","never attended"
"Sahel",17,19,16,"male",25,"French","No","No","No","No","Yes","yes","intervention","Islam","agriculture","yes","never attended"
"Sahel",17,21,19,"Female",25,"French","No","No","No","No","Yes","yes","intervention","Islam","agriculture","yes","frequent"
"Sahel",17,14,43,"Female",25,"French","No","No","No","No","Yes","yes","intervention","Islam","agriculture","yes","never attended"
"Sahel",17,10,21,"Female",25,"French","No","No","No","No","Yes","yes","intervention","Islam","agriculture","yes","never attended"
"Sahel",18,1,28,"male",3,"French","Yes","No","Yes","Yes","Yes","yes","intervention","Islam","agriculture","no","frequent"
"Sahel",18,2,21,"Female",3,"French","Yes","No","Yes","Yes","Yes","yes","intervention","Islam","agriculture","no","never attended"
"Sahel",19,15,7,"Female",15,"French","Yes","No","No","Yes","Yes","yes","intervention","Islam","agriculture","no","never attended"
"Sahel",19,6,21,"male",15,"French","Yes","No","No","Yes","Yes","yes","intervention","Islam","agriculture","no","previousely attended"
"Sahel",19,1,54,"male",15,"French","Yes","No","No","Yes","Yes","yes","intervention","Islam","agriculture","no","never attended"
"Sahel",19,4,45,"Female",15,"French","Yes","No","No","Yes","Yes","yes","intervention","Islam","agriculture","no","never attended"
"Sahel",19,3,21,"male",15,"French","Yes","No","No","Yes","Yes","yes","intervention","Islam","agriculture","no","never attended"
"Sahel",19,7,23,"Female",15,"French","Yes","No","No","Yes","Yes","yes","intervention","Islam","agriculture","no","never attended"
"Sahel",19,12,36,"Female",15,"French","Yes","No","No","Yes","Yes","yes","intervention","Islam","agriculture","no","never attended"
"Sahel",19,5,23,"male",15,"French","Yes","No","No","Yes","Yes","yes","intervention","Islam","agriculture","no","never attended"
"Sahel",19,2,44,"Female",15,"French","Yes","No","No","Yes","Yes","yes","intervention","Islam","agriculture","no","never attended"
"Sahel",19,10,25,"male",15,"French","Yes","No","No","Yes","Yes","yes","intervention","Islam","agriculture","no","never attended"
"Sahel",20,3,20,"male",14,"Moore","No","No","No","Yes","No","yes","intervention","Islam","agriculture","yes","frequent"
"Sahel",20,4,17,"Female",14,"Moore","No","No","No","Yes","No","yes","intervention","Islam","agriculture","yes","never attended"
"Sahel",20,5,17,"male",14,"Moore","No","No","No","Yes","No","yes","intervention","Islam","agriculture","yes","never attended"
"Sahel",20,9,23,"Female",14,"Moore","No","No","No","Yes","No","yes","intervention","Islam","agriculture","yes","never attended"
"Sahel",20,12,29,"Female",14,"Moore","No","No","No","Yes","No","yes","intervention","Islam","agriculture","yes","never attended"
"Sahel",20,6,15,"male",14,"Moore","No","No","No","Yes","No","yes","intervention","Islam","agriculture","yes","never attended"
"Sahel",20,2,45,"Female",14,"Moore","No","No","No","Yes","No","yes","intervention","Islam","agriculture","yes","never attended"
"Sahel",20,1,56,"male",14,"Moore","No","No","No","Yes","No","yes","intervention","Islam","agriculture","yes","never attended"
"Sahel",20,14,8,"Female",14,"Moore","No","No","No","Yes","No","yes","intervention","Islam","agriculture","yes","frequent"
"Sahel",20,7,14,"Female",14,"Moore","No","No","No","Yes","No","yes","intervention","Islam","agriculture","yes","never attended"
"Sahel",1,11,9,"male",14,"Moore","Yes","No","Yes","Yes","Yes","yes","intervention","Islam","animal husbandry","no","frequent"
"Sahel",1,7,14,"Female",14,"Moore","Yes","No","Yes","Yes","Yes","yes","intervention","Islam","animal husbandry","no","frequent"
"Sahel",1,13,23,"Female",14,"Moore","Yes","No","Yes","Yes","Yes","yes","intervention","Islam","animal husbandry","no","never attended"
"Sahel",1,6,13,"Female",14,"Moore","Yes","No","Yes","Yes","Yes","yes","intervention","Islam","animal husbandry","no","frequent"
"Sahel",1,5,11,"Female",14,"Moore","Yes","No","Yes","Yes","Yes","yes","intervention","Islam","animal husbandry","no","frequent"
"Sahel",1,10,7,"male",14,"Moore","Yes","No","Yes","Yes","Yes","yes","intervention","Islam","animal husbandry","no","never attended"
"Sahel",1,1,44,"male",14,"Moore","Yes","No","Yes","Yes","Yes","yes","intervention","Islam","animal husbandry","no","never attended"
"Sahel",1,8,35,"Female",14,"Moore","Yes","No","Yes","Yes","Yes","yes","intervention","Islam","animal husbandry","no","never attended"
"Sahel",1,2,35,"Female",14,"Moore","Yes","No","Yes","Yes","Yes","yes","intervention","Islam","animal husbandry","no","never attended"
"Sahel",1,12,15,"male",14,"Moore","Yes","No","Yes","Yes","Yes","yes","intervention","Islam","animal husbandry","no","previousely attended"
"Sahel",2,8,15,"Female",9,"Moore","Yes","No","No","Yes","No","yes","intervention","Islam","agriculture","no","frequent"
"Sahel",2,6,9,"Female",9,"Moore","Yes","No","No","Yes","No","yes","intervention","Islam","agriculture","no","frequent"
"Sahel",2,2,39,"Female",9,"Moore","Yes","No","No","Yes","No","yes","intervention","Islam","agriculture","no","never attended"
"Sahel",2,7,12,"male",9,"Moore","Yes","No","No","Yes","No","yes","intervention","Islam","agriculture","no","frequent"
"Sahel",2,1,48,"male",9,"Moore","Yes","No","No","Yes","No","yes","intervention","Islam","agriculture","no","never attended"
"Sahel",2,9,19,"male",9,"Moore","Yes","No","No","Yes","No","yes","intervention","Islam","agriculture","no","never attended"
"Sahel",4,4,7,"Female",6,"Moore","No","No","Yes","No","Yes","yes","intervention","Islam","agriculture","no","never attended"
"Sahel",4,5,20,"Female",6,"Moore","No","No","Yes","No","Yes","yes","intervention","Islam","agriculture","no","never attended"
"Sahel",4,1,34,"male",6,"Moore","No","No","Yes","No","Yes","yes","intervention","Islam","agriculture","no","never attended"
"Sahel",4,2,25,"Female",6,"Moore","No","No","Yes","No","Yes","yes","intervention","Islam","agriculture","no","never attended"
"Sahel",5,2,51,"Female",11,"fulfulde","No","No","No","Yes","No","yes","intervention","Islam","agriculture","no","never attended"
"Sahel",5,5,15,"Female",11,"fulfulde","No","No","No","Yes","No","yes","intervention","Islam","agriculture","no","frequent"
"Sahel",5,6,41,"Female",11,"fulfulde","No","No","No","Yes","No","yes","intervention","Islam","agriculture","no","never attended"
"Sahel",5,4,9,"male",11,"fulfulde","No","No","No","Yes","No","yes","intervention","Islam","agriculture","no","frequent"
"Sahel",5,11,16,"male",11,"fulfulde","No","No","No","Yes","No","yes","intervention","Islam","agriculture","no","frequent"
"Sahel",5,1,59,"male",11,"fulfulde","No","No","No","Yes","No","yes","intervention","Islam","agriculture","no","never attended"
"Sahel",5,10,10,"male",11,"fulfulde","No","No","No","Yes","No","yes","intervention","Islam","agriculture","no","frequent"
"Sahel",6,13,14,"Female",15,"Moore","No","No","No","No","No","yes","intervention","Islam","agriculture","yes","never attended"
"Sahel",6,9,15,"male",15,"Moore","No","No","No","No","No","yes","intervention","Islam","agriculture","yes","never attended"
"Sahel",6,14,16,"male",15,"Moore","No","No","No","No","No","yes","intervention","Islam","agriculture","yes","never attended"
"Sahel",6,7,12,"male",15,"Moore","No","No","No","No","No","yes","intervention","Islam","agriculture","yes","frequent"
"Sahel",6,2,34,"Female",15,"Moore","No","No","No","No","No","yes","intervention","Islam","agriculture","yes","never attended"
"Sahel",6,12,11,"male",15,"Moore","No","No","No","No","No","yes","intervention","Islam","agriculture","yes","frequent"
"Sahel",6,6,9,"Female",15,"Moore","No","No","No","No","No","yes","intervention","Islam","agriculture","yes","frequent"
"Sahel",6,10,44,"Female",15,"Moore","No","No","No","No","No","yes","intervention","Islam","agriculture","yes","never attended"
"Sahel",6,1,53,"male",15,"Moore","No","No","No","No","No","yes","intervention","Islam","agriculture","yes","never attended"
"Sahel",6,8,14,"Female",15,"Moore","No","No","No","No","No","yes","intervention","Islam","agriculture","yes","never attended"
"Sahel",6,15,12,"male",15,"Moore","No","No","No","No","No","yes","intervention","Islam","agriculture","yes","never attended"
"Sahel",7,2,21,"Female",3,"Moore","No","No","No","No","Yes","yes","intervention","Islam","agriculture","no","never attended"
"Sahel",7,1,19,"male",3,"Moore","No","No","No","No","Yes","yes","intervention","Islam","agriculture","no","never attended"
"Sahel",8,2,44,"Female",8,"Moore","Yes","No","No","Yes","Yes","yes","intervention","Catholic","other","no","never attended"
"Sahel",8,1,53,"male",8,"Moore","Yes","No","No","Yes","Yes","yes","intervention","Catholic","other","no","never attended"
"Sahel",8,6,11,"male",8,"Moore","Yes","No","No","Yes","Yes","yes","intervention","Catholic","other","no","frequent"
"Sahel",8,4,9,"Female",8,"Moore","Yes","No","No","Yes","Yes","yes","intervention","Catholic","other","no","frequent"
"Sahel",8,8,21,"male",8,"Moore","Yes","No","No","Yes","Yes","yes","intervention","Catholic","other","no","frequent"
"Sahel",8,7,20,"Female",8,"Moore","Yes","No","No","Yes","Yes","yes","intervention","Catholic","other","no","frequent"
"Sahel",8,5,13,"Female",8,"Moore","Yes","No","No","Yes","Yes","yes","intervention","Catholic","other","no","frequent"
"Sahel",10,13,9,"Female",15,"fulfulde","No","No","No","Yes","Yes","yes","intervention","Islam","agriculture","no","frequent"
"Sahel",10,10,37,"Female",15,"fulfulde","No","No","No","Yes","Yes","yes","intervention","Islam","agriculture","no","never attended"
"Sahel",10,7,10,"male",15,"fulfulde","No","No","No","Yes","Yes","yes","intervention","Islam","agriculture","no","frequent"
"Sahel",10,2,46,"Female",15,"fulfulde","No","No","No","Yes","Yes","yes","intervention","Islam","agriculture","no","never attended"
"Sahel",10,8,15,"male",15,"fulfulde","No","No","No","Yes","Yes","yes","intervention","Islam","agriculture","no","never attended"
"Sahel",10,1,47,"male",15,"fulfulde","No","No","No","Yes","Yes","yes","intervention","Islam","agriculture","no","never attended"
"Sahel",10,15,9,"Female",15,"fulfulde","No","No","No","Yes","Yes","yes","intervention","Islam","agriculture","no","never attended"
"Sahel",10,9,12,"male",15,"fulfulde","No","No","No","Yes","Yes","yes","intervention","Islam","agriculture","no","never attended"
"Sahel",10,14,4,"Female",15,"fulfulde","No","No","No","Yes","Yes","yes","intervention","Islam","agriculture","no","never attended"
"Sahel",10,6,7,"Female",15,"fulfulde","No","No","No","Yes","Yes","yes","intervention","Islam","agriculture","no","frequent"
"Sahel",11,7,16,"Female",13,"French","Yes","No","Yes","Yes","No","yes","intervention","Islam","agriculture","no","frequent"
"Sahel",11,6,18,"Female",13,"French","Yes","No","Yes","Yes","No","yes","intervention","Islam","agriculture","no","never attended"
"Sahel",11,5,20,"male",13,"French","Yes","No","Yes","Yes","No","yes","intervention","Islam","agriculture","no","never attended"
"Sahel",11,2,62,"Female",13,"French","Yes","No","Yes","Yes","No","yes","intervention","Islam","agriculture","no","never attended"
"Sahel",11,1,65,"male",13,"French","Yes","No","Yes","Yes","No","yes","intervention","Islam","agriculture","no","never attended"
"Sahel",11,4,26,"male",13,"French","Yes","No","Yes","Yes","No","yes","intervention","Islam","agriculture","no","never attended"
"Sahel",11,9,18,"Female",13,"French","Yes","No","Yes","Yes","No","yes","intervention","Islam","agriculture","no","never attended"
"Sahel",11,8,14,"male",13,"French","Yes","No","Yes","Yes","No","yes","intervention","Islam","agriculture","no","frequent"
"Sahel",11,12,9,"Female",13,"French","Yes","No","Yes","Yes","No","yes","intervention","Islam","agriculture","no","frequent"
"Sahel",11,13,13,"Female",13,"French","Yes","No","Yes","Yes","No","yes","intervention","Islam","agriculture","no","frequent"
"Sahel",11,3,49,"Female",13,"French","Yes","No","Yes","Yes","No","yes","intervention","Islam","agriculture","no","never attended"
"Sahel",12,5,10,"Female",12,"Moore","No","No","Yes","Yes","Yes","yes","intervention","Islam","agriculture","yes","frequent"
"Sahel",12,7,26,"Female",12,"Moore","No","No","Yes","Yes","Yes","yes","intervention","Islam","agriculture","yes","frequent"
"Sahel",12,11,13,"Female",12,"Moore","No","No","Yes","Yes","Yes","yes","intervention","Islam","agriculture","yes","never attended"
"Sahel",12,2,33,"Female",12,"Moore","No","No","Yes","Yes","Yes","yes","intervention","Islam","agriculture","yes","never attended"
"Sahel",12,10,9,"male",12,"Moore","No","No","Yes","Yes","Yes","yes","intervention","Islam","agriculture","yes","frequent"
"Sahel",12,1,41,"male",12,"Moore","No","No","Yes","Yes","Yes","yes","intervention","Islam","agriculture","yes","never attended"
"Sahel",12,12,18,"Female",12,"Moore","No","No","Yes","Yes","Yes","yes","intervention","Islam","agriculture","yes","never attended"
"Sahel",12,9,7,"male",12,"Moore","No","No","Yes","Yes","Yes","yes","intervention","Islam","agriculture","yes","never attended"
"Sahel",12,4,7,"male",12,"Moore","No","No","Yes","Yes","Yes","yes","intervention","Islam","agriculture","yes","never attended"
"Sahel",12,6,13,"male",12,"Moore","No","No","Yes","Yes","Yes","yes","intervention","Islam","agriculture","yes","frequent"
"Sahel",13,18,7,"male",21,"fulfulde","No","No","No","Yes","Yes","yes","intervention","Islam","agriculture","no","never attended"
"Sahel",13,2,42,"Female",21,"fulfulde","No","No","No","Yes","Yes","yes","intervention","Islam","agriculture","no","never attended"
"Sahel",13,19,7,"Female",21,"fulfulde","No","No","No","Yes","Yes","yes","intervention","Islam","agriculture","no","never attended"
"Sahel",13,7,18,"male",21,"fulfulde","No","No","No","Yes","Yes","yes","intervention","Islam","agriculture","no","never attended"
"Sahel",13,1,53,"male",21,"fulfulde","No","No","No","Yes","Yes","yes","intervention","Islam","agriculture","no","never attended"
"Sahel",13,15,28,"Female",21,"fulfulde","No","No","No","Yes","Yes","yes","intervention","Islam","agriculture","no","never attended"
"Sahel",13,4,9,"Female",21,"fulfulde","No","No","No","Yes","Yes","yes","intervention","Islam","agriculture","no","never attended"
"Sahel",13,3,7,"Female",21,"fulfulde","No","No","No","Yes","Yes","yes","intervention","Islam","agriculture","no","never attended"
"Sahel",13,21,13,"Female",21,"fulfulde","No","No","No","Yes","Yes","yes","intervention","Islam","agriculture","no","frequent"
"Sahel",13,6,16,"Female",21,"fulfulde","No","No","No","Yes","Yes","yes","intervention","Islam","agriculture","no","frequent"
"Sahel",13,14,17,"male",21,"fulfulde","No","No","No","Yes","Yes","yes","intervention","Islam","agriculture","no","never attended"
"Sahel",13,13,15,"Female",21,"fulfulde","No","No","No","Yes","Yes","yes","intervention","Islam","agriculture","no","never attended"
"Sahel",13,11,7,"Female",21,"fulfulde","No","No","No","Yes","Yes","yes","intervention","Islam","agriculture","no","never attended"
"Sahel",13,20,9,"Female",21,"fulfulde","No","No","No","Yes","Yes","yes","intervention","Islam","agriculture","no","never attended"
"Sahel",13,12,13,"Female",21,"fulfulde","No","No","No","Yes","Yes","yes","intervention","Islam","agriculture","no","frequent"
"Sahel",13,8,26,"Female",21,"fulfulde","No","No","No","Yes","Yes","yes","intervention","Islam","agriculture","no","never attended"
"Sahel",13,5,13,"Female",21,"fulfulde","No","No","No","Yes","Yes","yes","intervention","Islam","agriculture","no","frequent"
"Sahel",14,15,16,"Female",15,"Moore","No","No","No","No","No","yes","intervention","Islam","agriculture","no","frequent"
"Sahel",14,1,59,"male",15,"Moore","No","No","No","No","No","yes","intervention","Islam","agriculture","no","never attended"
"Sahel",14,8,11,"male",15,"Moore","No","No","No","No","No","yes","intervention","Islam","agriculture","no","frequent"
"Sahel",14,10,9,"Female",15,"Moore","No","No","No","No","No","yes","intervention","Islam","agriculture","no","never attended"
"Sahel",14,5,20,"male",15,"Moore","No","No","No","No","No","yes","intervention","Islam","agriculture","no","never attended"
"Sahel",14,2,37,"Female",15,"Moore","No","No","No","No","No","yes","intervention","Islam","agriculture","no","never attended"
"Sahel",14,7,12,"male",15,"Moore","No","No","No","No","No","yes","intervention","Islam","agriculture","no","frequent"
"Sahel",14,6,33,"Female",15,"Moore","No","No","No","No","No","yes","intervention","Islam","agriculture","no","never attended"
"Sahel",14,3,20,"male",15,"Moore","No","No","No","No","No","yes","intervention","Islam","agriculture","no","never attended"
"Sahel",14,4,16,"Female",15,"Moore","No","No","No","No","No","yes","intervention","Islam","agriculture","no","frequent"
"Sahel",14,9,10,"Female",15,"Moore","No","No","No","No","No","yes","intervention","Islam","agriculture","no","frequent"
"Sahel",16,1,36,"male",12,"Moore","No","No","Yes","No","Yes","yes","intervention","Islam","agriculture","no","never attended"
"Sahel",16,4,13,"male",12,"Moore","No","No","Yes","No","Yes","yes","intervention","Islam","agriculture","no","frequent"
"Sahel",16,10,11,"Female",12,"Moore","No","No","Yes","No","Yes","yes","intervention","Islam","agriculture","no","frequent"
